"Statistic Label","Year","Sex","County","Age Group","Cause of Death","UNIT","VALUE"
"Upper C.I for ASMR","2023","Both sexes","Co. Cavan","75 years and over","Accidents","Rate","257.46"
"Upper C.I for ASMR","2023","Both sexes","Co. Cavan","All ages","Accidents","Rate","38.51"
"Upper C.I for ASMR","2023","Both sexes","Co. Carlow","0 - 64 years","Accidents","Rate","22.16"
"Upper C.I for ASMR","2023","Both sexes","Co. Carlow","0 - 74 years","Accidents","Rate","22.47"
"Upper C.I for ASMR","2023","Both sexes","Co. Carlow","65 years and over","Accidents","Rate","52.02"
"Upper C.I for ASMR","2023","Both sexes","Co. Carlow","75 years and over","Accidents","Rate","78.81"
"Upper C.I for ASMR","2023","Both sexes","Co. Carlow","All ages","Accidents","Rate","24.03"
"Upper C.I for ASMR","2023","Both sexes","Co. Donegal","0 - 64 years","Accidents","Rate","5.65"
"Upper C.I for ASMR","2023","Both sexes","Co. Donegal","0 - 74 years","Accidents","Rate","7.04"
"Upper C.I for ASMR","2023","Both sexes","Co. Donegal","65 years and over","Accidents","Rate","108.06"
"Upper C.I for ASMR","2023","Both sexes","Co. Donegal","75 years and over","Accidents","Rate","217.49"
"Upper C.I for ASMR","2023","Both sexes","Co. Donegal","All ages","Accidents","Rate","23.75"
"Upper C.I for ASMR","2023","Both sexes","Co. Dublin","0 - 64 years","Accidents","Rate","9.53"
"Upper C.I for ASMR","2023","Both sexes","Co. Dublin","0 - 74 years","Accidents","Rate","9.47"
"Upper C.I for ASMR","2023","Both sexes","Co. Dublin","65 years and over","Accidents","Rate","65.29"
"Upper C.I for ASMR","2023","Both sexes","Co. Dublin","75 years and over","Accidents","Rate","131.33"
"Upper C.I for ASMR","2023","Both sexes","Co. Dublin","All ages","Accidents","Rate","19.49"
"Upper C.I for ASMR","2023","Both sexes","Co. Galway","0 - 64 years","Accidents","Rate","9.12"
"Upper C.I for ASMR","2023","Both sexes","Co. Galway","0 - 74 years","Accidents","Rate","16.18"
"Upper C.I for ASMR","2023","Both sexes","Co. Galway","65 years and over","Accidents","Rate","132.32"
"Upper C.I for ASMR","2023","Both sexes","Co. Galway","75 years and over","Accidents","Rate","211.5"
"Upper C.I for ASMR","2023","Both sexes","Co. Galway","All ages","Accidents","Rate","31.12"
"Upper C.I for ASMR","2023","Both sexes","Co. Kildare","0 - 64 years","Accidents","Rate","9.74"
"Upper C.I for ASMR","2023","Both sexes","Co. Kildare","0 - 74 years","Accidents","Rate","9.49"
"Upper C.I for ASMR","2023","Both sexes","Co. Kildare","65 years and over","Accidents","Rate","91.52"
"Upper C.I for ASMR","2023","Both sexes","Co. Kildare","75 years and over","Accidents","Rate","190.75"
"Upper C.I for ASMR","2023","Both sexes","Co. Kildare","All ages","Accidents","Rate","23.46"
"Upper C.I for ASMR","2023","Both sexes","Co. Kilkenny","0 - 64 years","Accidents","Rate","0"
"Upper C.I for ASMR","2023","Both sexes","Co. Kilkenny","0 - 74 years","Accidents","Rate","10.56"
"Upper C.I for ASMR","2023","Both sexes","Co. Kilkenny","65 years and over","Accidents","Rate","97.64"
"Upper C.I for ASMR","2023","Both sexes","Co. Kilkenny","75 years and over","Accidents","Rate","137.64"
"Upper C.I for ASMR","2023","Both sexes","Co. Kilkenny","All ages","Accidents","Rate","19.04"
"Upper C.I for ASMR","2023","Both sexes","Co. Kerry","0 - 64 years","Accidents","Rate","20.89"
"Upper C.I for ASMR","2023","Both sexes","Co. Kerry","0 - 74 years","Accidents","Rate","22.59"
"Upper C.I for ASMR","2023","Both sexes","Co. Kerry","65 years and over","Accidents","Rate","76.08"
"Upper C.I for ASMR","2023","Both sexes","Co. Kerry","75 years and over","Accidents","Rate","122.08"
"Upper C.I for ASMR","2023","Both sexes","Co. Kerry","All ages","Accidents","Rate","28.55"
"Upper C.I for ASMR","2023","Both sexes","Co. Longford","0 - 64 years","Accidents","Rate","7.09"
"Upper C.I for ASMR","2023","Both sexes","Co. Longford","0 - 74 years","Accidents","Rate","20.21"
"Upper C.I for ASMR","2023","Both sexes","Co. Longford","65 years and over","Accidents","Rate","207.62"
"Upper C.I for ASMR","2023","Both sexes","Co. Longford","75 years and over","Accidents","Rate","342.6"
"Upper C.I for ASMR","2023","Both sexes","Co. Longford","All ages","Accidents","Rate","42.85"
"Upper C.I for ASMR","2023","Both sexes","Co. Louth","0 - 64 years","Accidents","Rate","25.55"
"Upper C.I for ASMR","2023","Both sexes","Co. Louth","0 - 74 years","Accidents","Rate","31.43"
"Upper C.I for ASMR","2023","Both sexes","Co. Louth","65 years and over","Accidents","Rate","120.19"
"Upper C.I for ASMR","2023","Both sexes","Co. Louth","75 years and over","Accidents","Rate","171.07"
"Upper C.I for ASMR","2023","Both sexes","Co. Louth","All ages","Accidents","Rate","39.99"
"Upper C.I for ASMR","2023","Both sexes","Co. Limerick","0 - 64 years","Accidents","Rate","22.05"
"Upper C.I for ASMR","2023","Both sexes","Co. Limerick","0 - 74 years","Accidents","Rate","30.42"
"Upper C.I for ASMR","2023","Both sexes","Co. Limerick","65 years and over","Accidents","Rate","204.89"
"Upper C.I for ASMR","2023","Both sexes","Co. Limerick","75 years and over","Accidents","Rate","339.27"
"Upper C.I for ASMR","2023","Both sexes","Co. Limerick","All ages","Accidents","Rate","54.1"
"Upper C.I for ASMR","2023","Both sexes","Co. Leitrim","0 - 64 years","Accidents","Rate","19.79"
"Upper C.I for ASMR","2023","Both sexes","Co. Leitrim","0 - 74 years","Accidents","Rate","26.94"
"Upper C.I for ASMR","2023","Both sexes","Co. Leitrim","65 years and over","Accidents","Rate","171.63"
"Upper C.I for ASMR","2023","Both sexes","Co. Leitrim","75 years and over","Accidents","Rate","283.46"
"Upper C.I for ASMR","2023","Both sexes","Co. Leitrim","All ages","Accidents","Rate","42.76"
"Upper C.I for ASMR","2023","Both sexes","Co. Laois","0 - 64 years","Accidents","Rate","15.68"
"Upper C.I for ASMR","2023","Both sexes","Co. Laois","0 - 74 years","Accidents","Rate","13.87"
"Upper C.I for ASMR","2023","Both sexes","Co. Laois","65 years and over","Accidents","Rate","47.35"
"Upper C.I for ASMR","2023","Both sexes","Co. Laois","75 years and over","Accidents","Rate","102.59"
"Upper C.I for ASMR","2023","Both sexes","Co. Laois","All ages","Accidents","Rate","18.63"
"Upper C.I for ASMR","2023","Both sexes","Co. Meath","0 - 64 years","Accidents","Rate","11.83"
"Upper C.I for ASMR","2023","Both sexes","Co. Meath","0 - 74 years","Accidents","Rate","14.24"
"Upper C.I for ASMR","2023","Both sexes","Co. Meath","65 years and over","Accidents","Rate","105.39"
"Upper C.I for ASMR","2023","Both sexes","Co. Meath","75 years and over","Accidents","Rate","194.37"
"Upper C.I for ASMR","2023","Both sexes","Co. Meath","All ages","Accidents","Rate","27.53"
"Upper C.I for ASMR","2023","Both sexes","Co. Monaghan","0 - 64 years","Accidents","Rate","20.26"
"Upper C.I for ASMR","2023","Both sexes","Co. Monaghan","0 - 74 years","Accidents","Rate","23.31"
"Upper C.I for ASMR","2023","Both sexes","Co. Monaghan","65 years and over","Accidents","Rate","193.94"
"Upper C.I for ASMR","2023","Both sexes","Co. Monaghan","75 years and over","Accidents","Rate","372.14"
"Upper C.I for ASMR","2023","Both sexes","Co. Monaghan","All ages","Accidents","Rate","48.67"
"Upper C.I for ASMR","2023","Both sexes","Co. Mayo","0 - 64 years","Accidents","Rate","31.48"
"Upper C.I for ASMR","2023","Both sexes","Co. Mayo","0 - 74 years","Accidents","Rate","29.55"
"Upper C.I for ASMR","2023","Both sexes","Co. Mayo","65 years and over","Accidents","Rate","106.07"
"Upper C.I for ASMR","2023","Both sexes","Co. Mayo","75 years and over","Accidents","Rate","212.28"
"Upper C.I for ASMR","2023","Both sexes","Co. Mayo","All ages","Accidents","Rate","42.06"
"Upper C.I for ASMR","2023","Both sexes","Co. Offaly","0 - 64 years","Accidents","Rate","16.01"
"Upper C.I for ASMR","2023","Both sexes","Co. Offaly","0 - 74 years","Accidents","Rate","20.64"
"Upper C.I for ASMR","2023","Both sexes","Co. Offaly","65 years and over","Accidents","Rate","137.64"
"Upper C.I for ASMR","2023","Both sexes","Co. Offaly","75 years and over","Accidents","Rate","238.36"
"Upper C.I for ASMR","2023","Both sexes","Co. Offaly","All ages","Accidents","Rate","35.52"
"Upper C.I for ASMR","2023","Both sexes","Co. Roscommon","0 - 64 years","Accidents","Rate","14.78"
"Upper C.I for ASMR","2023","Both sexes","Co. Roscommon","0 - 74 years","Accidents","Rate","17.24"
"Upper C.I for ASMR","2023","Both sexes","Co. Roscommon","65 years and over","Accidents","Rate","56.46"
"Upper C.I for ASMR","2023","Both sexes","Co. Roscommon","75 years and over","Accidents","Rate","75.71"
"Upper C.I for ASMR","2023","Both sexes","Co. Roscommon","All ages","Accidents","Rate","19.59"
"Upper C.I for ASMR","2023","Both sexes","Co. Sligo","0 - 64 years","Accidents","Rate","25.97"
"Upper C.I for ASMR","2023","Both sexes","Co. Sligo","0 - 74 years","Accidents","Rate","32.94"
"Upper C.I for ASMR","2023","Both sexes","Co. Sligo","65 years and over","Accidents","Rate","150.36"
"Upper C.I for ASMR","2023","Both sexes","Co. Sligo","75 years and over","Accidents","Rate","225.11"
"Upper C.I for ASMR","2023","Both sexes","Co. Sligo","All ages","Accidents","Rate","44.67"
"Upper C.I for ASMR","2023","Both sexes","Co. Tipperary","0 - 64 years","Accidents","Rate","25.92"
"Upper C.I for ASMR","2023","Both sexes","Co. Tipperary","0 - 74 years","Accidents","Rate","26.95"
"Upper C.I for ASMR","2023","Both sexes","Co. Tipperary","65 years and over","Accidents","Rate","100.84"
"Upper C.I for ASMR","2023","Both sexes","Co. Tipperary","75 years and over","Accidents","Rate","177.36"
"Upper C.I for ASMR","2023","Both sexes","Co. Tipperary","All ages","Accidents","Rate","37"
"Upper C.I for ASMR","2023","Both sexes","Co. Waterford","0 - 64 years","Accidents","Rate","24.77"
"Upper C.I for ASMR","2023","Both sexes","Co. Waterford","0 - 74 years","Accidents","Rate","23.13"
"Upper C.I for ASMR","2023","Both sexes","Co. Waterford","65 years and over","Accidents","Rate","92.99"
"Upper C.I for ASMR","2023","Both sexes","Co. Waterford","75 years and over","Accidents","Rate","189.17"
"Upper C.I for ASMR","2023","Both sexes","Co. Waterford","All ages","Accidents","Rate","34.2"
"Upper C.I for ASMR","2023","Both sexes","Co. Wicklow","0 - 64 years","Accidents","Rate","11.29"
"Upper C.I for ASMR","2023","Both sexes","Co. Wicklow","0 - 74 years","Accidents","Rate","12.26"
"Upper C.I for ASMR","2023","Both sexes","Co. Wicklow","65 years and over","Accidents","Rate","107.89"
"Upper C.I for ASMR","2023","Both sexes","Co. Wicklow","75 years and over","Accidents","Rate","213.3"
"Upper C.I for ASMR","2023","Both sexes","Co. Wicklow","All ages","Accidents","Rate","27.34"
"Upper C.I for ASMR","2023","Both sexes","Co. Westmeath","0 - 64 years","Accidents","Rate","20.2"
"Upper C.I for ASMR","2023","Both sexes","Co. Westmeath","0 - 74 years","Accidents","Rate","24.91"
"Upper C.I for ASMR","2023","Both sexes","Co. Westmeath","65 years and over","Accidents","Rate","177.02"
"Upper C.I for ASMR","2023","Both sexes","Co. Westmeath","75 years and over","Accidents","Rate","318.93"
"Upper C.I for ASMR","2023","Both sexes","Co. Westmeath","All ages","Accidents","Rate","46.09"
"Upper C.I for ASMR","2023","Both sexes","Co. Wexford","0 - 64 years","Accidents","Rate","17.57"
"Upper C.I for ASMR","2023","Both sexes","Co. Wexford","0 - 74 years","Accidents","Rate","18.34"
"Upper C.I for ASMR","2023","Both sexes","Co. Wexford","65 years and over","Accidents","Rate","109.92"
"Upper C.I for ASMR","2023","Both sexes","Co. Wexford","75 years and over","Accidents","Rate","211.27"
"Upper C.I for ASMR","2023","Both sexes","Co. Wexford","All ages","Accidents","Rate","32.31"
"Upper C.I for ASMR","2023","Male","Ireland","0 - 64 years","Accidents","Rate","17.47"
"Upper C.I for ASMR","2023","Male","Ireland","0 - 74 years","Accidents","Rate","19.48"
"Upper C.I for ASMR","2023","Male","Ireland","65 years and over","Accidents","Rate","94.85"
"Upper C.I for ASMR","2023","Male","Ireland","75 years and over","Accidents","Rate","165.43"
"Upper C.I for ASMR","2023","Male","Ireland","All ages","Accidents","Rate","31.6"
"Upper C.I for ASMR","2023","Male","Co. Clare","0 - 64 years","Accidents","Rate","32.16"
"Upper C.I for ASMR","2023","Male","Co. Clare","0 - 74 years","Accidents","Rate","28.45"
"Upper C.I for ASMR","2023","Male","Co. Clare","65 years and over","Accidents","Rate","89.07"
"Upper C.I for ASMR","2023","Male","Co. Clare","75 years and over","Accidents","Rate","192.98"
"Upper C.I for ASMR","2023","Male","Co. Clare","All ages","Accidents","Rate","37.85"
"Upper C.I for ASMR","2023","Male","Co. Cork","0 - 64 years","Accidents","Rate","26.5"
"Upper C.I for ASMR","2023","Male","Co. Cork","0 - 74 years","Accidents","Rate","31.13"
"Upper C.I for ASMR","2023","Male","Co. Cork","65 years and over","Accidents","Rate","146.04"
"Upper C.I for ASMR","2023","Male","Co. Cork","75 years and over","Accidents","Rate","240.5"
"Upper C.I for ASMR","2023","Male","Co. Cork","All ages","Accidents","Rate","46.62"
"Upper C.I for ASMR","2023","Male","Co. Cavan","0 - 64 years","Accidents","Rate","50.73"
"Upper C.I for ASMR","2023","Male","Co. Cavan","0 - 74 years","Accidents","Rate","44.88"
"Upper C.I for ASMR","2023","Male","Co. Cavan","65 years and over","Accidents","Rate","130.38"
"Upper C.I for ASMR","2023","Male","Co. Cavan","75 years and over","Accidents","Rate","282.49"
"Upper C.I for ASMR","2023","Male","Co. Cavan","All ages","Accidents","Rate","57.69"
"Upper C.I for ASMR","2023","Male","Co. Carlow","0 - 64 years","Accidents","Rate","38.98"
"Upper C.I for ASMR","2023","Male","Co. Carlow","0 - 74 years","Accidents","Rate","34.48"
"Upper C.I for ASMR","2023","Male","Co. Carlow","65 years and over","Accidents","Rate","0"
"Upper C.I for ASMR","2023","Male","Co. Carlow","75 years and over","Accidents","Rate","0"
"Upper C.I for ASMR","2023","Male","Co. Carlow","All ages","Accidents","Rate","31.38"
"Upper C.I for ASMR","2023","Male","Co. Donegal","0 - 64 years","Accidents","Rate","9.4"
"Upper C.I for ASMR","2023","Male","Co. Donegal","0 - 74 years","Accidents","Rate","10.48"
"Upper C.I for ASMR","2023","Male","Co. Donegal","65 years and over","Accidents","Rate","200.13"
"Upper C.I for ASMR","2023","Male","Co. Donegal","75 years and over","Accidents","Rate","417.06"
"Upper C.I for ASMR","2023","Male","Co. Donegal","All ages","Accidents","Rate","43.15"
"Upper C.I for ASMR","2023","Male","Co. Dublin","0 - 64 years","Accidents","Rate","15.04"
"Upper C.I for ASMR","2023","Male","Co. Dublin","0 - 74 years","Accidents","Rate","14.59"
"Upper C.I for ASMR","2023","Male","Co. Dublin","65 years and over","Accidents","Rate","66.83"
"Upper C.I for ASMR","2023","Male","Co. Dublin","75 years and over","Accidents","Rate","132.27"
"Upper C.I for ASMR","2023","Male","Co. Dublin","All ages","Accidents","Rate","23.6"
"Upper C.I for ASMR","2023","Male","Co. Galway","0 - 64 years","Accidents","Rate","14.9"
"Upper C.I for ASMR","2023","Male","Co. Galway","0 - 74 years","Accidents","Rate","24"
"Upper C.I for ASMR","2023","Male","Co. Galway","65 years and over","Accidents","Rate","183.89"
"Upper C.I for ASMR","2023","Male","Co. Galway","75 years and over","Accidents","Rate","300.09"
"Upper C.I for ASMR","2023","Male","Co. Galway","All ages","Accidents","Rate","44.27"
"Upper C.I for ASMR","2023","Male","Co. Kildare","0 - 64 years","Accidents","Rate","16.54"
"Upper C.I for ASMR","2023","Male","Co. Kildare","0 - 74 years","Accidents","Rate","14.64"
"Upper C.I for ASMR","2023","Male","Co. Kildare","65 years and over","Accidents","Rate","205.95"
"Upper C.I for ASMR","2023","Male","Co. Kildare","75 years and over","Accidents","Rate","446.24"
"Upper C.I for ASMR","2023","Male","Co. Kildare","All ages","Accidents","Rate","49.17"
"Upper C.I for ASMR","2023","Male","Co. Kilkenny","0 - 64 years","Accidents","Rate","0"
"Upper C.I for ASMR","2023","Male","Co. Kilkenny","0 - 74 years","Accidents","Rate","17.71"
"Upper C.I for ASMR","2023","Male","Co. Kilkenny","65 years and over","Accidents","Rate","175.47"
"Upper C.I for ASMR","2023","Male","Co. Kilkenny","75 years and over","Accidents","Rate","264.42"
"Upper C.I for ASMR","2023","Male","Co. Kilkenny","All ages","Accidents","Rate","34.22"
"Upper C.I for ASMR","2023","Male","Co. Kerry","0 - 64 years","Accidents","Rate","37.02"
"Upper C.I for ASMR","2023","Male","Co. Kerry","0 - 74 years","Accidents","Rate","36.13"
"Upper C.I for ASMR","2023","Male","Co. Kerry","65 years and over","Accidents","Rate","123.94"
"Upper C.I for ASMR","2023","Male","Co. Kerry","75 years and over","Accidents","Rate","234"
"Upper C.I for ASMR","2023","Male","Co. Kerry","All ages","Accidents","Rate","48.08"
"Upper C.I for ASMR","2023","Male","Co. Longford","0 - 64 years","Accidents","Rate","14.18"
"Upper C.I for ASMR","2023","Male","Co. Longford","0 - 74 years","Accidents","Rate","40.84"
"Upper C.I for ASMR","2023","Male","Co. Longford","65 years and over","Accidents","Rate","329.39"
"Upper C.I for ASMR","2023","Male","Co. Longford","75 years and over","Accidents","Rate","488.24"
"Upper C.I for ASMR","2023","Male","Co. Longford","All ages","Accidents","Rate","69.06"
"Upper C.I for ASMR","2023","Male","Co. Louth","0 - 64 years","Accidents","Rate","32.64"
"Upper C.I for ASMR","2023","Male","Co. Louth","0 - 74 years","Accidents","Rate","42.31"
"Upper C.I for ASMR","2023","Male","Co. Louth","65 years and over","Accidents","Rate","142.65"
